Calculation1,School,City,County/State/ Territory,Count,All,African American,American Indian,Hispanic/ Latinx,Pacific Islander,Asian,White,Domestic Unknown,Int'l
SANTA CRUZ ALTERNATIVE50446,SANTA CRUZ ALTERNATIVE,Santa Cruz,Santa Cruz,Adm,3,,,,,,,,
SANTA CRUZ ALTERNATIVE50446,SANTA CRUZ ALTERNATIVE,Santa Cruz,Santa Cruz,Enr,,,,,,,,,
SANTA CRUZ HIGH SCHOOL53297,SANTA CRUZ HIGH SCHOOL,Santa Cruz,Santa Cruz,App,99,,,22,,15,58,,
SANTA CRUZ HIGH SCHOOL53297,SANTA CRUZ HIGH SCHOOL,Santa Cruz,Santa Cruz,Adm,58,,,10,,8,38,,
SANTA CRUZ HIGH SCHOOL53297,SANTA CRUZ HIGH SCHOOL,Santa Cruz,Santa Cruz,Enr,27,,,4,,5,18,,
SANTA FE HIGH SCHOOL53300,SANTA FE HIGH SCHOOL,Santa Fe Springs,Los Angeles,App,118,,,102,,9,,,
SANTA FE HIGH SCHOOL53300,SANTA FE HIGH SCHOOL,Santa Fe Springs,Los Angeles,Adm,67,,,57,,7,,,
SANTA FE HIGH SCHOOL53300,SANTA FE HIGH SCHOOL,Santa Fe Springs,Los Angeles,Enr,27,,,21,,5,,,
SANTA MARIA HIGH SCHOOL53305,SANTA MARIA HIGH SCHOOL,Santa Maria,Santa Barbara,App,159,,,153,,,,,
SANTA MARIA HIGH SCHOOL53305,SANTA MARIA HIGH SCHOOL,Santa Maria,Santa Barbara,Adm,128,,,123,,,,,
SANTA MARIA HIGH SCHOOL53305,SANTA MARIA HIGH SCHOOL,Santa Maria,Santa Barbara,Enr,41,,,39,,,,,
SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,App,383,37,,113,,62,157,,
SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Adm,269,26,,69,,51,111,,
SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Enr,114,9,,27,,29,45,,
SANTA PAULA HIGH SCHOOL53325,SANTA PAULA HIGH SCHOOL,Santa Paula,Ventura,App,101,,,100,,,,,
SANTA PAULA HIGH SCHOOL53325,SANTA PAULA HIGH SCHOOL,Santa Paula,Ventura,Adm,80,,,79,,,,,
SANTA PAULA HIGH SCHOOL53325,SANTA PAULA HIGH SCHOOL,Santa Paula,Ventura,Enr,19,,,,,,,,
SANTA ROSA ACADEMY54106,SANTA ROSA ACADEMY,Menifee,Riverside,App,16,,,9,,,5,,
SANTA ROSA ACADEMY54106,SANTA ROSA ACADEMY,Menifee,Riverside,Adm,12,,,5,,,5,,
SANTA ROSA ACADEMY54106,SANTA ROSA ACADEMY,Menifee,Riverside,Enr,4,,,,,,,,
SANTA ROSA HIGH SCHOOL53330,SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,App,68,,,16,,12,35,,
SANTA ROSA HIGH SCHOOL53330,SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,Adm,42,,,9,,8,24,,
SANTA ROSA HIGH SCHOOL53330,SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,Enr,19,,,4,,4,10,,
SANTA SUSANA HIGH SCHOOL53372,SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,App,74,,,18,,30,18,,
SANTA SUSANA HIGH SCHOOL53372,SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,Adm,55,,,14,,25,10,,
SANTA SUSANA HIGH SCHOOL53372,SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,Enr,36,,,8,,18,6,,
SANTA TERESA HIGH SCHOOL53106,SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,App,189,9,,36,,104,30,6,
SANTA TERESA HIGH SCHOOL53106,SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,Adm,133,6,,20,,76,23,5,
SANTA TERESA HIGH SCHOOL53106,SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,Enr,73,,,6,,50,11,,
SANTA YNEZ VALLEY UNION HS53340,SANTA YNEZ VALLEY UNION HS,Solvang,Santa Barbara,App,46,,,19,,,18,,
SANTA YNEZ VALLEY UNION HS53340,SANTA YNEZ VALLEY UNION HS,Solvang,Santa Barbara,Adm,22,,,6,,,11,,
SANTA YNEZ VALLEY UNION HS53340,SANTA YNEZ VALLEY UNION HS,Solvang,Santa Barbara,Enr,8,,,,,,4,,
SANTANA HIGH SCHOOL53342,SANTANA HIGH SCHOOL,Santee,San Diego,App,76,,,22,,8,39,,
SANTANA HIGH SCHOOL53342,SANTANA HIGH SCHOOL,Santee,San Diego,Adm,32,,,8,,5,15,,
SANTANA HIGH SCHOOL53342,SANTANA HIGH SCHOOL,Santee,San Diego,Enr,14,,,5,,,7,,
SANTEE EDUCATION COMPLEX53974,SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,App,148,5,,132,,,,,
SANTEE EDUCATION COMPLEX53974,SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,Adm,74,,,65,,,,6,
SANTEE EDUCATION COMPLEX53974,SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,Enr,32,,,30,,,,,
SANTIAGO HIGH SCHOOL50692,SANTIAGO HIGH SCHOOL,Corona,Riverside,App,270,25,,95,,70,72,,
SANTIAGO HIGH SCHOOL50692,SANTIAGO HIGH SCHOOL,Corona,Riverside,Adm,177,11,,63,,53,45,,
SANTIAGO HIGH SCHOOL50692,SANTIAGO HIGH SCHOOL,Corona,Riverside,Enr,95,5,,30,,36,21,,
SANTIAGO HIGH SCHOOL51033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,App,122,,,80,,40,,,
SANTIAGO HIGH SCHOOL51033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,Adm,96,,,58,,37,,,
SANTIAGO HIGH SCHOOL51033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,Enr,49,,,22,,27,,,
SARATOGA HIGH SCHOOL53343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,App,238,,,7,,172,26,,5
SARATOGA HIGH SCHOOL53343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,Adm,194,,,5,,148,16,,4
SARATOGA HIGH SCHOOL53343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,Enr,63,,,,,50,6,,
SATO ACADEMY OF MATH & SCIENCE54837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,App,52,,,18,,23,9,,
SATO ACADEMY OF MATH & SCIENCE54837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,Adm,35,,,9,,18,7,,
SATO ACADEMY OF MATH & SCIENCE54837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,Enr,14,,,4,,6,4,,
SAUGUS HIGH SCHOOL53336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,App,152,11,,54,,39,43,,
SAUGUS HIGH SCHOOL53336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,Adm,81,7,,25,,21,25,,
SAUGUS HIGH SCHOOL53336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,Enr,42,5,,11,,13,12,,
SAVANNA HIGH SCHOOL50087,SAVANNA HIGH SCHOOL,Anaheim,Orange,App,90,6,,57,,21,,,
SAVANNA HIGH SCHOOL50087,SAVANNA HIGH SCHOOL,Anaheim,Orange,Adm,46,4,,25,,12,,,
SAVANNA HIGH SCHOOL50087,SAVANNA HIGH SCHOOL,Anaheim,Orange,Enr,28,,,16,,8,,,
SCALE LEADERSHIP ACADEMY EAST52775,SCALE LEADERSHIP ACADEMY EAST,Chino,San Bernardino,App,,,,,,,,,
SCALE LEADERSHIP ACADEMY EAST52775,SCALE LEADERSHIP ACADEMY EAST,Chino,San Bernardino,Adm,,,,,,,,,
SCALE LEADERSHIP ACADEMY EAST52775,SCALE LEADERSHIP ACADEMY EAST,Chino,San Bernardino,Enr,,,,,,,,,
SCH ENGINEERING & SCIENCES54286,SCH ENGINEERING & SCIENCES,Sacramento,Sacramento,App,20,,,6,,7,,,
SCH ENGINEERING & SCIENCES54286,SCH ENGINEERING & SCIENCES,Sacramento,Sacramento,Adm,11,,,,,5,,,
SCH ENGINEERING & SCIENCES54286,SCH ENGINEERING & SCIENCES,Sacramento,Sacramento,Enr,5,,,,,3,,,
SCH SOCIAL JUSTICE-CONT LEARN CTR54695,SCH SOCIAL JUSTICE-CONT LEARN CTR,Los Angeles,Los Angeles,App,54,,,47,,,,,
SCH SOCIAL JUSTICE-CONT LEARN CTR54695,SCH SOCIAL JUSTICE-CONT LEARN CTR,Los Angeles,Los Angeles,Adm,17,,,13,,,,,
SCH SOCIAL JUSTICE-CONT LEARN CTR54695,SCH SOCIAL JUSTICE-CONT LEARN CTR,Los Angeles,Los Angeles,Enr,4,,,3,,,,,
SCHL ENTREPRENEURSHIP & TECH54600,SCHL ENTREPRENEURSHIP & TECH,San Diego,San Diego,App,7,,,,,,,,
SCHL ENTREPRENEURSHIP & TECH54600,SCHL ENTREPRENEURSHIP & TECH,San Diego,San Diego,Adm,6,,,,,,,,
SCHL ENTREPRENEURSHIP & TECH54600,SCHL ENTREPRENEURSHIP & TECH,San Diego,San Diego,Enr,,,,,,,,,
SCHOOL OF ARTS AND ENTERPRISE53993,SCHOOL OF ARTS AND ENTERPRISE,Pomona,Los Angeles,App,19,,,15,,,,,
SCHOOL OF ARTS AND ENTERPRISE53993,SCHOOL OF ARTS AND ENTERPRISE,Pomona,Los Angeles,Adm,13,,,12,,,,,
SCHOOL OF ARTS AND ENTERPRISE53993,SCHOOL OF ARTS AND ENTERPRISE,Pomona,Los Angeles,Enr,5,,,4,,,,,
SCHOOL OF EXTENDED EDU OPTIONS54244,SCHOOL OF EXTENDED EDU OPTIONS,Pomona,Los Angeles,App,,,,,,,,,
SCHOOL OF EXTENDED EDU OPTIONS54244,SCHOOL OF EXTENDED EDU OPTIONS,Pomona,Los Angeles,Adm,,,,,,,,,
SCHOOL OF EXTENDED EDU OPTIONS54244,SCHOOL OF EXTENDED EDU OPTIONS,Pomona,Los Angeles,Enr,,,,,,,,,
SCHOOL VISUAL ARTS HUMANITIES54243,SCHOOL VISUAL ARTS HUMANITIES,Los Angeles,Los Angeles,App,43,,,37,,5,,,
SCHOOL VISUAL ARTS HUMANITIES54243,SCHOOL VISUAL ARTS HUMANITIES,Los Angeles,Los Angeles,Adm,33,,,27,,5,,,
SCHOOL VISUAL ARTS HUMANITIES54243,SCHOOL VISUAL ARTS HUMANITIES,Los Angeles,Los Angeles,Enr,15,,,14,,,,,
SCHURR HIGH SCHOOL52037,SCHURR HIGH SCHOOL,Montebello,Los Angeles,App,141,,,116,,21,,,
SCHURR HIGH SCHOOL52037,SCHURR HIGH SCHOOL,Montebello,Los Angeles,Adm,98,,,80,,16,,,
SCHURR HIGH SCHOOL52037,SCHURR HIGH SCHOOL,Montebello,Los Angeles,Enr,40,,,29,,10,,,
SCIENCE ACADEMY STEM MAGNET51786,SCIENCE ACADEMY STEM MAGNET,North Hollywood,Los Angeles,App,33,,,7,,8,15,,
SCIENCE ACADEMY STEM MAGNET51786,SCIENCE ACADEMY STEM MAGNET,North Hollywood,Los Angeles,Adm,28,,,6,,7,13,,
SCIENCE ACADEMY STEM MAGNET51786,SCIENCE ACADEMY STEM MAGNET,North Hollywood,Los Angeles,Enr,16,,,3,,3,9,,
SCOTTS VALLEY HIGH SCHOOL53598,SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,App,78,,,5,,13,56,,
SCOTTS VALLEY HIGH SCHOOL53598,SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,Adm,54,,,3,,10,38,,
SCOTTS VALLEY HIGH SCHOOL53598,SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,Enr,30,,,,,6,19,,
SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,App,283,12,,27,,135,91,13,
SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,Adm,188,8,,12,,99,58,8,
SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,Enr,83,5,,6,,44,22,3,
SEASIDE HIGH SCHOOL52048,SEASIDE HIGH SCHOOL,Seaside,Monterey,App,41,,,34,,,,,
SEASIDE HIGH SCHOOL52048,SEASIDE HIGH SCHOOL,Seaside,Monterey,Adm,27,,,26,,,,,
SEASIDE HIGH SCHOOL52048,SEASIDE HIGH SCHOOL,Seaside,Monterey,Enr,16,,,,,,,,
SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,App,136,,,108,,25,,,
SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,Adm,81,,,60,,20,,,
SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,Enr,40,,,25,,14,,,
SELMA HIGH SCHOOL53350,SELMA HIGH SCHOOL,Selma,Fresno,App,38,,,33,,,,,
SELMA HIGH SCHOOL53350,SELMA HIGH SCHOOL,Selma,Fresno,Adm,27,,,23,,,,,
SELMA HIGH SCHOOL53350,SELMA HIGH SCHOOL,Selma,Fresno,Enr,7,,,5,,,,,
SELMA INDEPENDENT SCHOOL50337,SELMA INDEPENDENT SCHOOL,Selma,Fresno,App,,,,,,,,,
SELMA INDEPENDENT SCHOOL50337,SELMA INDEPENDENT SCHOOL,Selma,Fresno,Adm,,,,,,,,,
SELMA INDEPENDENT SCHOOL50337,SELMA INDEPENDENT SCHOOL,Selma,Fresno,Enr,,,,,,,,,
SEQUOIA HIGH SCHOOL52605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,App,185,8,,67,,37,68,,
SEQUOIA HIGH SCHOOL52605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,Adm,132,6,,50,,26,46,,
SEQUOIA HIGH SCHOOL52605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,Enr,55,,,17,,14,19,,
SERRANO HIGH SCHOOL52437,SERRANO HIGH SCHOOL,Phelan,San Bernardino,App,46,,,25,,6,12,,
SERRANO HIGH SCHOOL52437,SERRANO HIGH SCHOOL,Phelan,San Bernardino,Adm,28,,,15,,5,6,,
SERRANO HIGH SCHOOL52437,SERRANO HIGH SCHOOL,Phelan,San Bernardino,Enr,16,,,7,,5,,,
SHADOW HILLS HIGH SCHOOL54345,SHADOW HILLS HIGH SCHOOL,Indio,Riverside,App,65,,,56,,,5,,
SHADOW HILLS HIGH SCHOOL54345,SHADOW HILLS HIGH SCHOOL,Indio,Riverside,Adm,46,,,37,,,5,,
SHADOW HILLS HIGH SCHOOL54345,SHADOW HILLS HIGH SCHOOL,Indio,Riverside,Enr,27,,,20,,,4,,
SHADOW RIDGE54657,SHADOW RIDGE,Hesperia,San Bernardino,App,,,,,,,,,
SHADOW RIDGE54657,SHADOW RIDGE,Hesperia,San Bernardino,Adm,,,,,,,,,
SHADOW RIDGE54657,SHADOW RIDGE,Hesperia,San Bernardino,Enr,,,,,,,,,
SHAFTER HIGH SCHOOL53360,SHAFTER HIGH SCHOOL,Shafter,Kern,App,31,,,27,,,,,
SHAFTER HIGH SCHOOL53360,SHAFTER HIGH SCHOOL,Shafter,Kern,Adm,20,,,16,,,,,
SHAFTER HIGH SCHOOL53360,SHAFTER HIGH SCHOOL,Shafter,Kern,Enr,7,,,5,,,,,
SHASTA HIGH SCHOOL52585,SHASTA HIGH SCHOOL,Redding,Shasta,App,30,,,,,9,15,,
SHASTA HIGH SCHOOL52585,SHASTA HIGH SCHOOL,Redding,Shasta,Adm,24,,,,,9,11,,
SHASTA HIGH SCHOOL52585,SHASTA HIGH SCHOOL,Redding,Shasta,Enr,14,,,,,7,4,,
SHASTA VIEW ACADEMY53060,SHASTA VIEW ACADEMY,Alturas,Modoc,App,,,,,,,,,
SHASTA VIEW ACADEMY53060,SHASTA VIEW ACADEMY,Alturas,Modoc,Adm,,,,,,,,,
SHASTA VIEW ACADEMY53060,SHASTA VIEW ACADEMY,Alturas,Modoc,Enr,,,,,,,,,
SHELDON HIGH SCHOOL52792,SHELDON HIGH SCHOOL,Sacramento,Sacramento,App,119,11,,16,,81,5,,
SHELDON HIGH SCHOOL52792,SHELDON HIGH SCHOOL,Sacramento,Sacramento,Adm,83,6,,7,,63,4,,
SHELDON HIGH SCHOOL52792,SHELDON HIGH SCHOOL,Sacramento,Sacramento,Enr,40,3,,,,33,,,
SHERMAN E BURROUGHS HS50550,SHERMAN E BURROUGHS HS,Ridgecrest,Kern,App,28,,,6,,10,8,,
SHERMAN E BURROUGHS HS50550,SHERMAN E BURROUGHS HS,Ridgecrest,Kern,Adm,15,,,3,,5,5,,
SHERMAN E BURROUGHS HS50550,SHERMAN E BURROUGHS HS,Ridgecrest,Kern,Enr,7,,,,,3,,,
SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,App,94,6,,25,,33,27,,
SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,Adm,64,3,,14,,26,20,,
SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,Enr,33,,,7,,13,11,,
SHERMAN THOMAS CHARTER SCHOOL54509,SHERMAN THOMAS CHARTER SCHOOL,Madera,Madera,App,,,,,,,,,
SHERMAN THOMAS CHARTER SCHOOL54509,SHERMAN THOMAS CHARTER SCHOOL,Madera,Madera,Adm,,,,,,,,,
SHERMAN THOMAS CHARTER SCHOOL54509,SHERMAN THOMAS CHARTER SCHOOL,Madera,Madera,Enr,,,,,,,,,
SIATECH53943,SIATECH,Oceanside,San Diego,App,,,,,,,,,
SIATECH53943,SIATECH,Oceanside,San Diego,Adm,,,,,,,,,
SIATECH53943,SIATECH,Oceanside,San Diego,Enr,,,,,,,,,
SIERRA ACADEMY EXPEDITION LRNG54790,SIERRA ACADEMY EXPEDITION LRNG,Nevada City,Nevada,App,7,,,,,,,,
SIERRA ACADEMY EXPEDITION LRNG54790,SIERRA ACADEMY EXPEDITION LRNG,Nevada City,Nevada,Adm,,,,,,,,,
SIERRA ACADEMY EXPEDITION LRNG54790,SIERRA ACADEMY EXPEDITION LRNG,Nevada City,Nevada,Enr,,,,,,,,,
SIERRA CHARTER SCHOOL53688,SIERRA CHARTER SCHOOL,Fresno,Fresno,App,,,,,,,,,
SIERRA CHARTER SCHOOL53688,SIERRA CHARTER SCHOOL,Fresno,Fresno,Adm,,,,,,,,,
SIERRA CHARTER SCHOOL53688,SIERRA CHARTER SCHOOL,Fresno,Fresno,Enr,,,,,,,,,
SIERRA HIGH SCHOOL51903,SIERRA HIGH SCHOOL,Manteca,San Joaquin,App,59,,,25,,21,10,,
SIERRA HIGH SCHOOL51903,SIERRA HIGH SCHOOL,Manteca,San Joaquin,Adm,41,,,17,,16,6,,
SIERRA HIGH SCHOOL51903,SIERRA HIGH SCHOOL,Manteca,San Joaquin,Enr,23,,,7,,10,4,,
SIERRA HIGH SCHOOL53505,SIERRA HIGH SCHOOL,Tollhouse,Fresno,App,7,,,,,,,,
SIERRA HIGH SCHOOL53505,SIERRA HIGH SCHOOL,Tollhouse,Fresno,Adm,6,,,,,,,,
SIERRA HIGH SCHOOL53505,SIERRA HIGH SCHOOL,Tollhouse,Fresno,Enr,4,,,,,,,,
SIERRA HOME SCHOOL55030,SIERRA HOME SCHOOL,Mariposa,Mariposa,App,,,,,,,,,
SIERRA HOME SCHOOL55030,SIERRA HOME SCHOOL,Mariposa,Mariposa,Adm,,,,,,,,,
SIERRA HOME SCHOOL55030,SIERRA HOME SCHOOL,Mariposa,Mariposa,Enr,,,,,,,,,
SIERRA PACIFIC HIGH SCHOOL54422,SIERRA PACIFIC HIGH SCHOOL,Hanford,Kings,App,39,,,24,,6,5,,
SIERRA PACIFIC HIGH SCHOOL54422,SIERRA PACIFIC HIGH SCHOOL,Hanford,Kings,Adm,25,,,16,,4,,,
SIERRA PACIFIC HIGH SCHOOL54422,SIERRA PACIFIC HIGH SCHOOL,Hanford,Kings,Enr,13,,,7,,4,,,
SIERRA VISTA CHARTER HIGH SCHO50069,SIERRA VISTA CHARTER HIGH SCHO,Tulare,Tulare,App,,,,,,,,,
SIERRA VISTA CHARTER HIGH SCHO50069,SIERRA VISTA CHARTER HIGH SCHO,Tulare,Tulare,Adm,,,,,,,,,
SIERRA VISTA CHARTER HIGH SCHO50069,SIERRA VISTA CHARTER HIGH SCHO,Tulare,Tulare,Enr,,,,,,,,,
SIERRA VISTA HIGH SCHOOL50228,SIERRA VISTA HIGH SCHOOL,Baldwin Park,Los Angeles,App,101,,,69,,30,,,
SIERRA VISTA HIGH SCHOOL50228,SIERRA VISTA HIGH SCHOOL,Baldwin Park,Los Angeles,Adm,72,,,47,,24,,,
SIERRA VISTA HIGH SCHOOL50228,SIERRA VISTA HIGH SCHOOL,Baldwin Park,Los Angeles,Enr,38,,,20,,17,,,
SIERRA VISTA HIGH SCHOOL53762,SIERRA VISTA HIGH SCHOOL,Whittier,Los Angeles,App,,,,,,,,,
SIERRA VISTA HIGH SCHOOL53762,SIERRA VISTA HIGH SCHOOL,Whittier,Los Angeles,Adm,,,,,,,,,
SIERRA VISTA HIGH SCHOOL53762,SIERRA VISTA HIGH SCHOOL,Whittier,Los Angeles,Enr,,,,,,,,,
SILVER CREEK HIGH SCHOOL53100,SILVER CREEK HIGH SCHOOL,San Jose,Santa Clara,App,207,7,,20,,166,10,,
SILVER CREEK HIGH SCHOOL53100,SILVER CREEK HIGH SCHOOL,San Jose,Santa Clara,Adm,145,4,,7,,123,7,,
SILVER CREEK HIGH SCHOOL53100,SILVER CREEK HIGH SCHOOL,San Jose,Santa Clara,Enr,78,,,,,71,,,
SILVER VALLEY HIGH SCHOOL50711,SILVER VALLEY HIGH SCHOOL,Yermo,San Bernardino,App,,,,,,,,,
SILVER VALLEY HIGH SCHOOL50711,SILVER VALLEY HIGH SCHOOL,Yermo,San Bernardino,Adm,,,,,,,,,
SILVER VALLEY HIGH SCHOOL50711,SILVER VALLEY HIGH SCHOOL,Yermo,San Bernardino,Enr,,,,,,,,,
SILVERADO HIGH SCHOOL53682,SILVERADO HIGH SCHOOL,Victorville,San Bernardino,App,59,14,,38,,,5,,
SILVERADO HIGH SCHOOL53682,SILVERADO HIGH SCHOOL,Victorville,San Bernardino,Adm,40,7,,26,,,5,,
SILVERADO HIGH SCHOOL53682,SILVERADO HIGH SCHOOL,Victorville,San Bernardino,Enr,23,5,,14,,,,,
SIMI VALLEY HIGH SCHOOL53380,SIMI VALLEY HIGH SCHOOL,Simi Valley,Ventura,App,108,6,,27,,33,37,,
SIMI VALLEY HIGH SCHOOL53380,SIMI VALLEY HIGH SCHOOL,Simi Valley,Ventura,Adm,73,3,,14,,26,27,,
SIMI VALLEY HIGH SCHOOL53380,SIMI VALLEY HIGH SCHOOL,Simi Valley,Ventura,Enr,30,,,3,,17,6,,
SIX RIVERS CHARTER SCHOOL50066,SIX RIVERS CHARTER SCHOOL,Arcata,Humboldt,App,,,,,,,,,
SIX RIVERS CHARTER SCHOOL50066,SIX RIVERS CHARTER SCHOOL,Arcata,Humboldt,Adm,,,,,,,,,
SIX RIVERS CHARTER SCHOOL50066,SIX RIVERS CHARTER SCHOOL,Arcata,Humboldt,Enr,,,,,,,,,
SKY MOUNTAIN CHARTER SCHOOL54344,SKY MOUNTAIN CHARTER SCHOOL,Placerville,El Dorado,App,12,,,,,,,,
SKY MOUNTAIN CHARTER SCHOOL54344,SKY MOUNTAIN CHARTER SCHOOL,Placerville,El Dorado,Adm,10,,,,,,,,
SKY MOUNTAIN CHARTER SCHOOL54344,SKY MOUNTAIN CHARTER SCHOOL,Placerville,El Dorado,Enr,4,,,,,,,,
SKYLINE HIGH SCHOOL52238,SKYLINE HIGH SCHOOL,Oakland,Alameda,App,121,19,,29,,36,33,,
SKYLINE HIGH SCHOOL52238,SKYLINE HIGH SCHOOL,Oakland,Alameda,Adm,98,14,,22,,30,28,,
SKYLINE HIGH SCHOOL52238,SKYLINE HIGH SCHOOL,Oakland,Alameda,Enr,50,5,,9,,20,15,,
SOAR HIGH SCHOOL51869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,App,85,17,,53,,6,8,,
SOAR HIGH SCHOOL51869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,Adm,64,11,,39,,6,7,,
SOAR HIGH SCHOOL51869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,Enr,35,5,,21,,5,3,,
SOCIAL JUSTICE HUMANITAS ACAD54542,SOCIAL JUSTICE HUMANITAS ACAD,San Fernando,Los Angeles,App,38,,,37,,,,,
SOCIAL JUSTICE HUMANITAS ACAD54542,SOCIAL JUSTICE HUMANITAS ACAD,San Fernando,Los Angeles,Adm,27,,,26,,,,,
SOCIAL JUSTICE HUMANITAS ACAD54542,SOCIAL JUSTICE HUMANITAS ACAD,San Fernando,Los Angeles,Enr,12,,,,,,,,
SOCIAL JUSTICE LDRSHP @ TORRES54444,SOCIAL JUSTICE LDRSHP @ TORRES,Los Angeles,Los Angeles,App,18,,,,,,,,
SOCIAL JUSTICE LDRSHP @ TORRES54444,SOCIAL JUSTICE LDRSHP @ TORRES,Los Angeles,Los Angeles,Adm,11,,,,,,,,
SOCIAL JUSTICE LDRSHP @ TORRES54444,SOCIAL JUSTICE LDRSHP @ TORRES,Los Angeles,Los Angeles,Enr,4,,,,,,,,
SOJOURNER TRUTH ACADEMY52224,SOJOURNER TRUTH ACADEMY,Oakland,Alameda,App,9,,,,,,,,
SOJOURNER TRUTH ACADEMY52224,SOJOURNER TRUTH ACADEMY,Oakland,Alameda,Adm,3,,,,,,,,
SOJOURNER TRUTH ACADEMY52224,SOJOURNER TRUTH ACADEMY,Oakland,Alameda,Enr,,,,,,,,,
SOLEDAD HIGH SCHOOL53557,SOLEDAD HIGH SCHOOL,Soledad,Monterey,App,57,,,52,,,,,
SOLEDAD HIGH SCHOOL53557,SOLEDAD HIGH SCHOOL,Soledad,Monterey,Adm,35,,,30,,,,,
SOLEDAD HIGH SCHOOL53557,SOLEDAD HIGH SCHOOL,Soledad,Monterey,Enr,21,,,19,,,,,
SONIA SOTOMAYOR ARTS SCI ACAD52355,SONIA SOTOMAYOR ARTS SCI ACAD,Los Angeles,Los Angeles,App,15,,,13,,,,,
SONIA SOTOMAYOR ARTS SCI ACAD52355,SONIA SOTOMAYOR ARTS SCI ACAD,Los Angeles,Los Angeles,Adm,7,,,6,,,,,
SONIA SOTOMAYOR ARTS SCI ACAD52355,SONIA SOTOMAYOR ARTS SCI ACAD,Los Angeles,Los Angeles,Enr,,,,,,,,,
SONOMA VALLEY HIGH SCHOOL53390,SONOMA VALLEY HIGH SCHOOL,Sonoma,Sonoma,App,71,,,44,,,22,,
SONOMA VALLEY HIGH SCHOOL53390,SONOMA VALLEY HIGH SCHOOL,Sonoma,Sonoma,Adm,49,,,28,,,18,,
SONOMA VALLEY HIGH SCHOOL53390,SONOMA VALLEY HIGH SCHOOL,Sonoma,Sonoma,Enr,26,,,13,,,10,,
SONORA HIGH SCHOOL51327,SONORA HIGH SCHOOL,La Habra,Orange,App,81,5,,41,,26,8,,
SONORA HIGH SCHOOL51327,SONORA HIGH SCHOOL,La Habra,Orange,Adm,51,4,,23,,18,6,,
SONORA HIGH SCHOOL51327,SONORA HIGH SCHOOL,La Habra,Orange,Enr,24,,,7,,12,3,,
